Unnamed: 0,Unnamed: 1,Sample Data - Power BI,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,21,21,22,2021-02-17 00:00:00,15323,33,1393
,,19,1,15,2021-02-17 00:00:00,7994,177,1000
,,12,13,8,2021-02-17 00:00:00,6363,87,455
,,20,3,17,2021-02-17 00:00:00,3262,185,172
,,9,12,9,2021-02-17 00:00:00,2793,93,127
,,21,14,16,2021-02-18 00:00:00,8491,338,340
,,7,12,7,2021-02-18 00:00:00,13685,39,571
,,18,1,22,2021-02-18 00:00:00,770,137,52
,,4,7,0,2021-02-18 00:00:00,8631,399,1079
,,13,9,11,2021-02-18 00:00:00,4536,120,267
,,21,16,3,2021-02-18 00:00:00,14497,21,605
,,21,0,8,2021-02-18 00:00:00,7672,112,452
,,10,12,3,2021-02-18 00:00:00,10878,329,573
,,7,6,0,2021-02-18 00:00:00,12572,94,1397
,,2,12,0,2021-02-18 00:00:00,1575,90,105
,,7,19,12,2021-02-18 00:00:00,5453,260,166
,,2,3,12,2021-02-18 00:00:00,4802,84,155
,,19,14,10,2021-02-19 00:00:00,7651,325,426
,,17,21,15,2021-02-19 00:00:00,2079,527,260
,,7,22,21,2021-02-19 00:00:00,2100,62,81
,,4,12,20,2021-02-19 00:00:00,5278,242,406
,,1,5,21,2021-02-19 00:00:00,4249,19,164
,,15,17,14,2021-02-19 00:00:00,3976,9,210
,,20,5,4,2021-02-19 00:00:00,6951,183,218
,,4,23,21,2021-02-19 00:00:00,616,161,25
,,0,23,2,2021-02-19 00:00:00,5439,115,287
,,3,14,0,2021-02-19 00:00:00,63,206,7
,,3,13,6,2021-02-19 00:00:00,1533,115,110
,,20,5,1,2021-02-19 00:00:00,3535,337,322
,,12,13,21,2021-02-19 00:00:00,2429,4,111
,,10,2,19,2021-02-19 00:00:00,7119,144,356
,,7,15,9,2021-02-19 00:00:00,3521,304,118
,,5,24,4,2021-02-19 00:00:00,3745,177,118
,,19,12,22,2021-02-19 00:00:00,4816,100,301
,,7,4,6,2021-02-19 00:00:00,1736,72,193
,,21,12,1,2021-02-19 00:00:00,1099,139,92
,,8,4,4,2021-02-19 00:00:00,6692,165,231
,,7,12,6,2021-02-22 00:00:00,364,177,31
,,5,7,2,2021-02-22 00:00:00,10927,202,476
,,15,9,2,2021-02-22 00:00:00,11410,103,476
,,22,2,16,2021-02-22 00:00:00,2443,337,82
,,8,1,22,2021-02-22 00:00:00,329,257,26
,,25,9,9,2021-02-22 00:00:00,3066,144,128
,,2,3,6,2021-02-22 00:00:00,567,243,38
,,8,9,20,2021-02-22 00:00:00,14721,257,1052
,,0,22,8,2021-02-22 00:00:00,6986,11,350
,,6,11,2,2021-02-22 00:00:00,14112,158,784
,,5,23,20,2021-02-22 00:00:00,1771,605,137
,,16,12,17,2021-02-22 00:00:00,5082,164,231
,,15,7,5,2021-02-22 00:00:00,1827,48,102
,,17,14,9,2021-02-22 00:00:00,182,85,7
,,5,9,8,2021-02-22 00:00:00,5369,136,269
,,6,11,9,2021-02-22 00:00:00,6034,169,275
,,0,7,14,2021-02-22 00:00:00,13209,204,881
,,15,6,7,2021-02-22 00:00:00,847,263,30
,,13,19,0,2021-02-22 00:00:00,1015,66,64
,,8,19,0,2021-02-23 00:00:00,16247,215,2031
,,18,7,6,2021-02-23 00:00:00,2422,41,303
,,3,1,17,2021-02-23 00:00:00,3997,333,174
,,22,17,5,2021-02-23 00:00:00,7182,125,479
,,18,2,14,2021-02-23 00:00:00,1246,163,70
,,22,4,10,2021-02-23 00:00:00,553,50,27
,,24,24,11,2021-02-23 00:00:00,2681,206,207
,,20,18,6,2021-02-23 00:00:00,2800,78,234
,,24,4,19,2021-02-23 00:00:00,4851,160,304
,,9,13,7,2021-02-23 00:00:00,168,3,6
,,11,12,11,2021-02-23 00:00:00,315,5,21
,,25,7,10,2021-02-23 00:00:00,11851,58,741
,,8,15,9,2021-02-23 00:00:00,3220,261,147
,,9,4,1,2021-02-23 00:00:00,11935,307,1194
,,10,1,17,2021-02-23 00:00:00,12404,186,478
,,13,6,11,2021-02-24 00:00:00,1519,132,90
,,13,8,7,2021-02-24 00:00:00,10934,182,476
,,4,4,17,2021-02-24 00:00:00,3346,179,129
,,22,13,21,2021-02-24 00:00:00,8351,36,398
,,15,16,22,2021-02-24 00:00:00,11718,76,733
,,21,19,21,2021-02-24 00:00:00,2681,115,117
,,13,14,0,2021-02-24 00:00:00,6188,292,563
,,11,12,3,2021-02-24 00:00:00,10941,182,521
,,11,13,13,2021-02-24 00:00:00,3647,220,141
,,24,1,17,2021-02-25 00:00:00,2436,130,122
,,11,7,7,2021-02-25 00:00:00,896,346,41
,,25,11,7,2021-02-25 00:00:00,3808,17,174
,,25,1,14,2021-02-25 00:00:00,10920,278,683
,,12,3,11,2021-02-25 00:00:00,4186,75,299
,,22,13,2,2021-02-25 00:00:00,6797,72,309
,,22,0,21,2021-02-25 00:00:00,4319,56,155
,,19,1,20,2021-02-25 00:00:00,1673,99,105
,,20,9,5,2021-02-25 00:00:00,735,84,35
,,20,0,4,2021-02-25 00:00:00,2632,39,106
,,25,15,15,2021-02-25 00:00:00,2030,68,170
,,10,11,12,2021-02-25 00:00:00,1169,265,47
,,0,3,14,2021-02-25 00:00:00,3703,54,206
,,1,10,22,2021-02-25 00:00:00,805,48,54
,,24,10,20,2021-02-25 00:00:00,406,260,21
,,20,6,15,2021-02-25 00:00:00,3591,73,360
,,20,16,22,2021-02-25 00:00:00,5551,210,463
,,22,0,22,2021-02-25 00:00:00,3605,347,258
,,0,1,5,2021-02-25 00:00:00,6356,38,374
,,22,6,1,2021-02-25 00:00:00,602,238,41
,,24,8,22,2021-02-26 00:00:00,7042,142,470
,,13,12,5,2021-02-26 00:00:00,2968,215,142
,,3,8,17,2021-02-26 00:00:00,294,80,17
,,9,15,4,2021-02-26 00:00:00,6363,68,213
,,0,24,11,2021-02-26 00:00:00,280,220,18
,,11,13,8,2021-02-26 00:00:00,406,22,29
,,17,3,9,2021-02-26 00:00:00,4144,374,139
,,5,9,13,2021-02-26 00:00:00,5341,179,173
,,21,0,11,2021-02-26 00:00:00,2947,103,197
,,7,9,1,2021-02-26 00:00:00,12026,166,926
,,3,9,20,2021-02-26 00:00:00,3983,237,307
,,25,8,22,2021-02-26 00:00:00,1792,283,163
,,1,4,13,2021-02-26 00:00:00,1526,150,67
,,20,17,16,2021-02-26 00:00:00,5313,70,190
,,5,4,4,2021-02-26 00:00:00,7728,48,242
,,19,7,2,2021-02-26 00:00:00,413,414,22
,,18,14,22,2021-02-26 00:00:00,4431,13,493
,,10,11,11,2021-02-26 00:00:00,1036,240,58
,,18,5,15,2021-02-26 00:00:00,217,147,25
,,16,21,1,2021-02-26 00:00:00,7616,16,693
,,15,16,16,2021-02-26 00:00:00,11900,256,518
,,4,9,1,2021-02-26 00:00:00,10437,350,1044
,,17,21,11,2021-03-01 00:00:00,5691,216,335
,,13,6,19,2021-03-01 00:00:00,5397,66,300
,,5,17,16,2021-03-01 00:00:00,3276,61,143
,,0,9,9,2021-03-01 00:00:00,4102,14,187
,,7,0,12,2021-03-01 00:00:00,476,86,18
,,8,7,16,2021-03-01 00:00:00,4858,138,157
,,0,1,3,2021-03-01 00:00:00,7259,69,404
,,5,2,5,2021-03-02 00:00:00,6209,35,311
,,0,22,16,2021-03-02 00:00:00,12390,269,539
,,20,23,8,2021-03-02 00:00:00,686,103,41
,,17,15,13,2021-03-02 00:00:00,9030,563,312
,,8,7,5,2021-03-02 00:00:00,5376,48,256
,,22,12,7,2021-03-02 00:00:00,2898,17,126
,,1,11,5,2021-03-02 00:00:00,18900,13,945
,,17,5,4,2021-03-02 00:00:00,5082,95,182
,,19,0,19,2021-03-02 00:00:00,2016,177,107
,,3,5,20,2021-03-02 00:00:00,847,145,50
,,3,9,6,2021-03-03 00:00:00,4200,57,350
,,10,22,17,2021-03-03 00:00:00,17577,190,977
,,0,8,15,2021-03-03 00:00:00,861,108,96
,,10,1,9,2021-03-03 00:00:00,3829,434,142
,,1,23,12,2021-03-03 00:00:00,1155,238,37
,,2,12,6,2021-03-03 00:00:00,11123,189,1391
,,13,9,6,2021-03-03 00:00:00,8505,82,532
,,9,5,9,2021-03-03 00:00:00,4130,152,138
,,8,6,13,2021-03-03 00:00:00,420,43,15
,,14,6,10,2021-03-03 00:00:00,994,92,63
,,12,23,14,2021-03-03 00:00:00,3689,364,176
,,19,11,10,2021-03-03 00:00:00,13195,124,880
,,15,18,16,2021-03-04 00:00:00,6545,276,219
,,25,17,9,2021-03-04 00:00:00,9982,399,357
,,18,10,2,2021-03-04 00:00:00,6363,95,398
,,25,6,6,2021-03-04 00:00:00,14336,50,1304
,,22,14,21,2021-03-04 00:00:00,7063,182,253
,,21,18,4,2021-03-04 00:00:00,5551,176,199
,,9,17,15,2021-03-04 00:00:00,448,319,38
,,11,10,8,2021-03-05 00:00:00,9121,66,481
,,25,19,15,2021-03-05 00:00:00,6258,277,626
,,20,7,12,2021-03-05 00:00:00,10752,111,347
,,5,3,2,2021-03-05 00:00:00,12411,100,540
,,11,18,12,2021-03-05 00:00:00,308,74,10
,,4,24,11,2021-03-05 00:00:00,10689,296,764
,,25,23,9,2021-03-05 00:00:00,448,98,16
,,11,24,14,2021-03-05 00:00:00,4410,271,260
,,16,16,6,2021-03-08 00:00:00,6265,501,570
,,9,13,8,2021-03-08 00:00:00,7301,116,366
,,10,12,12,2021-03-08 00:00:00,4802,330,185
,,8,19,13,2021-03-08 00:00:00,1358,99,53
,,18,11,0,2021-03-08 00:00:00,1610,284,147
,,10,16,17,2021-03-08 00:00:00,63,106,3
,,9,15,8,2021-03-08 00:00:00,161,55,8
,,7,19,5,2021-03-08 00:00:00,1246,157,70
,,16,2,4,2021-03-08 00:00:00,49,250,3
,,0,24,5,2021-03-08 00:00:00,4032,150,202
,,17,1,15,2021-03-08 00:00:00,1085,181,181
,,3,17,21,2021-03-08 00:00:00,4347,135,174
,,16,6,7,2021-03-08 00:00:00,7084,193,322
,,12,1,19,2021-03-08 00:00:00,5383,117,300
,,6,19,11,2021-03-08 00:00:00,1351,232,123
,,2,18,1,2021-03-08 00:00:00,3591,455,257
,,12,19,11,2021-03-08 00:00:00,1540,27,154
,,13,5,9,2021-03-08 00:00:00,9884,113,341
,,17,21,2,2021-03-08 00:00:00,9415,296,554
,,7,12,9,2021-03-08 00:00:00,1778,52,66
,,21,7,19,2021-03-08 00:00:00,8120,224,370
,,24,10,13,2021-03-08 00:00:00,2849,128,95
,,12,12,2,2021-03-08 00:00:00,2408,288,115
,,14,13,7,2021-03-08 00:00:00,12075,265,549
,,6,19,12,2021-03-08 00:00:00,2730,120,95
,,2,16,19,2021-03-09 00:00:00,1778,267,112
,,17,3,15,2021-03-09 00:00:00,4725,157,591
,,12,1,20,2021-03-09 00:00:00,6405,40,338
,,10,16,3,2021-03-09 00:00:00,2674,402,122
,,22,2,3,2021-03-09 00:00:00,5908,149,311
,,22,6,5,2021-03-09 00:00:00,7301,39,457
,,22,5,21,2021-03-09 00:00:00,154,101,6
,,15,5,15,2021-03-09 00:00:00,343,103,29
,,10,22,1,2021-03-09 00:00:00,14903,136,1656
,,21,9,11,2021-03-09 00:00:00,5390,482,318
,,0,0,5,2021-03-09 00:00:00,553,105,27
,,24,23,21,2021-03-09 00:00:00,7266,70,346
,,8,22,14,2021-03-09 00:00:00,8792,32,419
,,9,8,19,2021-03-09 00:00:00,8967,154,561
,,22,2,2,2021-03-09 00:00:00,3661,269,167
,,12,9,1,2021-03-10 00:00:00,1344,8,112
,,16,0,15,2021-03-10 00:00:00,10262,168,856
,,10,14,14,2021-03-10 00:00:00,4480,128,264
,,18,15,17,2021-03-10 00:00:00,7784,100,300
,,1,11,7,2021-03-10 00:00:00,19054,178,658
,,21,9,3,2021-03-10 00:00:00,23268,80,1058
,,5,2,10,2021-03-11 00:00:00,3885,242,195
,,21,23,10,2021-03-11 00:00:00,7147,225,477
,,2,2,16,2021-03-11 00:00:00,4571,62,164
,,24,12,20,2021-03-11 00:00:00,7973,80,614
,,14,4,13,2021-03-11 00:00:00,6055,213,202
,,0,15,5,2021-03-11 00:00:00,847,213,43
,,5,22,15,2021-03-11 00:00:00,4914,147,702
,,7,18,3,2021-03-11 00:00:00,1358,204,76
,,1,3,7,2021-03-11 00:00:00,1428,387,50
,,8,24,17,2021-03-11 00:00:00,8764,50,439
,,4,18,5,2021-03-11 00:00:00,10472,107,456
,,13,16,21,2021-03-11 00:00:00,1960,65,70
,,10,1,10,2021-03-11 00:00:00,10171,69,536
,,25,7,6,2021-03-11 00:00:00,8253,13,551
,,1,21,16,2021-03-11 00:00:00,9534,86,367
,,2,1,3,2021-03-11 00:00:00,5936,199,350
,,1,4,10,2021-03-12 00:00:00,154,172,8
,,5,9,12,2021-03-12 00:00:00,5663,155,196
,,0,16,6,2021-03-12 00:00:00,11298,14,1256
,,2,1,13,2021-03-12 00:00:00,1309,237,49
,,10,16,10,2021-03-12 00:00:00,3815,258,212
,,24,12,9,2021-03-12 00:00:00,385,227,16
,,17,5,17,2021-03-12 00:00:00,315,232,15
,,6,8,17,2021-03-12 00:00:00,11823,453,657
,,10,18,9,2021-03-12 00:00:00,2891,205,108
,,13,10,14,2021-03-12 00:00:00,5278,54,264
,,20,16,21,2021-03-12 00:00:00,8036,118,335
,,18,4,17,2021-03-12 00:00:00,2940,142,128
,,7,8,17,2021-03-12 00:00:00,8309,232,333
,,15,21,9,2021-03-12 00:00:00,1820,18,63
,,5,11,15,2021-03-12 00:00:00,1393,153,127
,,7,22,12,2021-03-12 00:00:00,6440,235,215
,,14,10,16,2021-03-12 00:00:00,2275,359,99
,,1,4,21,2021-03-12 00:00:00,3941,209,180
,,24,16,1,2021-03-12 00:00:00,49,78,4
,,17,17,5,2021-03-12 00:00:00,3346,122,168
,,8,2,22,2021-03-15 00:00:00,4592,445,511
,,18,0,11,2021-03-15 00:00:00,8862,152,522
,,13,22,10,2021-03-15 00:00:00,9590,133,640
,,25,17,2,2021-03-15 00:00:00,7175,47,359
,,11,14,21,2021-03-15 00:00:00,2534,119,91
,,7,14,10,2021-03-15 00:00:00,1162,3,62
,,3,7,14,2021-03-15 00:00:00,7042,173,470
,,6,8,20,2021-03-15 00:00:00,7392,111,493
,,22,19,14,2021-03-15 00:00:00,371,191,20
,,24,9,10,2021-03-16 00:00:00,7728,151,368
,,20,18,12,2021-03-16 00:00:00,518,223,21
,,5,14,9,2021-03-16 00:00:00,8547,112,317
,,16,18,14,2021-03-16 00:00:00,4018,34,192
,,18,9,7,2021-03-16 00:00:00,6118,203,266
,,15,3,4,2021-03-16 00:00:00,1582,119,55
,,24,22,2,2021-03-16 00:00:00,3626,309,214
,,17,1,4,2021-03-16 00:00:00,8981,152,360
,,5,17,1,2021-03-16 00:00:00,3304,306,255
,,10,16,4,2021-03-16 00:00:00,6076,74,196
,,25,21,6,2021-03-16 00:00:00,12530,134,964
,,7,5,20,2021-03-16 00:00:00,3675,273,283
,,16,23,19,2021-03-16 00:00:00,434,152,28
,,3,2,20,2021-03-16 00:00:00,5509,16,307
,,1,8,8,2021-03-16 00:00:00,10843,228,517
,,1,1,15,2021-03-16 00:00:00,7623,88,587
,,1,7,11,2021-03-16 00:00:00,7623,152,636
,,1,13,21,2021-03-17 00:00:00,6573,185,313
,,9,8,22,2021-03-17 00:00:00,2520,95,149
,,25,14,8,2021-03-17 00:00:00,910,14,54
,,22,17,1,2021-03-17 00:00:00,5397,8,416
,,19,13,16,2021-03-17 00:00:00,4263,464,158
,,2,4,7,2021-03-17 00:00:00,7637,114,273
,,11,13,2,2021-03-17 00:00:00,15239,156,953
,,24,24,3,2021-03-17 00:00:00,7840,81,392
,,19,7,12,2021-03-17 00:00:00,1302,298,51
,,19,17,7,2021-03-17 00:00:00,3192,459,128
,,24,22,16,2021-03-17 00:00:00,4312,79,188
,,17,24,16,2021-03-17 00:00:00,6258,49,224
,,9,5,17,2021-03-17 00:00:00,7931,257,418
,,2,1,17,2021-03-17 00:00:00,2576,67,129
,,10,8,7,2021-03-17 00:00:00,623,224,22
,,20,16,7,2021-03-17 00:00:00,7567,254,292
,,12,14,17,2021-03-18 00:00:00,6363,179,266
,,7,19,17,2021-03-18 00:00:00,1645,97,75
,,4,7,1,2021-03-18 00:00:00,12740,72,980
,,15,7,20,2021-03-18 00:00:00,6755,504,483
,,16,2,11,2021-03-18 00:00:00,13321,119,833
,,0,18,8,2021-03-18 00:00:00,1078,41,57
,,8,1,3,2021-03-18 00:00:00,13104,77,624
,,14,7,12,2021-03-18 00:00:00,10241,74,366
,,2,4,2,2021-03-19 00:00:00,1904,316,112
,,16,1,20,2021-03-19 00:00:00,4116,89,217
,,0,19,21,2021-03-19 00:00:00,1302,24,55
,,10,1,21,2021-03-19 00:00:00,4606,186,210
,,4,2,10,2021-03-19 00:00:00,8526,153,569
,,2,19,7,2021-03-22 00:00:00,13832,187,577
,,10,23,7,2021-03-22 00:00:00,10962,24,392
,,25,21,14,2021-03-22 00:00:00,5383,212,317
,,4,12,6,2021-03-22 00:00:00,2856,138,179
,,2,5,16,2021-03-22 00:00:00,2954,143,96
,,9,5,21,2021-03-22 00:00:00,14385,230,600
,,3,10,10,2021-03-22 00:00:00,10346,88,647
,,22,14,20,2021-03-22 00:00:00,1568,199,83
,,11,16,16,2021-03-22 00:00:00,3682,152,148
,,7,21,4,2021-03-22 00:00:00,5544,162,185
,,7,11,4,2021-03-22 00:00:00,252,48,10
,,6,7,3,2021-03-22 00:00:00,6230,68,271
,,16,9,4,2021-03-23 00:00:00,3724,37,129
,,7,22,11,2021-03-23 00:00:00,5544,59,427
,,1,4,19,2021-03-23 00:00:00,8624,54,392
,,21,8,0,2021-03-23 00:00:00,4627,135,515
,,1,12,11,2021-03-23 00:00:00,13237,374,1019
,,5,19,14,2021-03-23 00:00:00,3143,298,158
,,13,7,16,2021-03-23 00:00:00,8631,83,376
,,6,7,8,2021-03-23 00:00:00,4886,343,288
,,17,22,5,2021-03-23 00:00:00,5012,71,295
,,20,17,14,2021-03-23 00:00:00,7847,353,462
,,1,1,0,2021-03-24 00:00:00,2709,203,301
,,20,10,13,2021-03-24 00:00:00,8918,295,372
,,7,23,7,2021-03-24 00:00:00,11942,436,543
,,5,16,1,2021-03-24 00:00:00,19173,42,1279
,,19,8,7,2021-03-24 00:00:00,2590,209,87
,,19,9,19,2021-03-24 00:00:00,2555,73,160
,,3,0,14,2021-03-24 00:00:00,861,80,46
,,14,18,7,2021-03-24 00:00:00,11956,282,544
,,14,3,1,2021-03-24 00:00:00,8589,226,661
,,9,4,17,2021-03-24 00:00:00,6496,196,361
,,20,1,13,2021-03-24 00:00:00,5299,203,204
,,12,4,8,2021-03-24 00:00:00,4858,174,324
,,16,3,3,2021-03-24 00:00:00,357,204,19
,,5,14,0,2021-03-24 00:00:00,5264,182,405
,,0,18,21,2021-03-24 00:00:00,7896,83,304
,,9,17,6,2021-03-24 00:00:00,9548,173,796
,,5,0,19,2021-03-24 00:00:00,3024,240,178
,,21,15,13,2021-03-24 00:00:00,12257,365,409
,,9,1,13,2021-03-24 00:00:00,5327,2,184
,,17,4,4,2021-03-24 00:00:00,784,208,33
,,5,23,2,2021-03-25 00:00:00,5824,248,278
,,4,15,17,2021-03-25 00:00:00,11354,119,494
,,11,1,6,2021-03-25 00:00:00,7245,185,725
,,19,9,11,2021-03-25 00:00:00,2870,480,160
,,4,3,15,2021-03-25 00:00:00,721,191,91
,,25,17,13,2021-03-25 00:00:00,1274,197,42
,,16,23,5,2021-03-25 00:00:00,12187,266,717
,,2,9,14,2021-03-25 00:00:00,17969,77,899
,,2,12,7,2021-03-25 00:00:00,2471,174,103
,,12,4,2,2021-03-25 00:00:00,2296,52,100
,,18,3,5,2021-03-25 00:00:00,10801,35,636
,,1,6,9,2021-03-25 00:00:00,3031,49,117
,,1,5,11,2021-03-25 00:00:00,112,252,11
,,10,6,7,2021-03-25 00:00:00,329,130,14
,,10,22,11,2021-03-25 00:00:00,9590,154,600
,,0,1,9,2021-03-25 00:00:00,3220,209,115
,,25,8,4,2021-03-25 00:00:00,9660,106,358
,,5,8,22,2021-03-25 00:00:00,9737,184,886
,,9,23,6,2021-03-25 00:00:00,3899,199,488
,,3,16,12,2021-03-26 00:00:00,1477,58,48
,,16,0,21,2021-03-26 00:00:00,4242,324,152
,,4,17,1,2021-03-26 00:00:00,8946,163,895
,,4,2,15,2021-03-26 00:00:00,14504,150,1813
,,16,9,12,2021-03-26 00:00:00,6433,130,202
,,6,13,4,2021-03-26 00:00:00,9261,143,343
,,20,22,2,2021-03-26 00:00:00,756,71,38
,,10,5,6,2021-03-26 00:00:00,4018,10,447
,,15,12,3,2021-03-26 00:00:00,168,281,9
,,10,19,7,2021-03-26 00:00:00,4004,16,149
,,12,18,3,2021-03-26 00:00:00,6272,133,299
,,5,21,1,2021-03-26 00:00:00,5215,87,348
,,10,22,21,2021-03-26 00:00:00,3094,21,148
,,18,12,3,2021-03-26 00:00:00,9324,171,583
,,24,10,16,2021-03-26 00:00:00,20447,78,758
,,14,8,6,2021-03-26 00:00:00,14189,19,1183
,,12,2,20,2021-03-26 00:00:00,6503,231,434
,,6,24,11,2021-03-26 00:00:00,2212,24,202
,,11,15,8,2021-03-26 00:00:00,2975,45,142
,,8,11,22,2021-03-29 00:00:00,4788,217,342
,,12,24,22,2021-03-29 00:00:00,9604,201,565
,,18,15,9,2021-03-29 00:00:00,616,181,24
,,20,11,0,2021-03-29 00:00:00,7644,4,695
,,14,2,0,2021-03-29 00:00:00,4193,153,263
,,17,18,14,2021-03-29 00:00:00,6132,183,307
,,20,22,20,2021-03-29 00:00:00,7896,302,376
,,13,9,16,2021-03-29 00:00:00,2576,332,96
,,12,8,19,2021-03-29 00:00:00,2821,197,157
,,14,6,4,2021-03-29 00:00:00,12103,88,485
,,7,1,20,2021-03-29 00:00:00,5271,330,377
,,15,17,6,2021-03-29 00:00:00,5117,66,512
,,5,23,15,2021-03-30 00:00:00,4767,232,434
,,25,14,7,2021-03-30 00:00:00,20076,29,670
,,4,9,10,2021-03-30 00:00:00,2583,206,185
,,20,9,15,2021-03-30 00:00:00,14210,39,2030
,,1,7,6,2021-03-30 00:00:00,4403,25,315
,,10,18,21,2021-03-30 00:00:00,12985,279,619
,,8,19,2,2021-03-30 00:00:00,1358,63,68
,,1,2,6,2021-03-30 00:00:00,203,330,19
,,6,0,10,2021-03-30 00:00:00,1281,275,99
,,13,0,16,2021-03-30 00:00:00,13475,119,539
,,2,16,22,2021-03-30 00:00:00,1547,200,119
,,25,8,5,2021-03-31 00:00:00,6013,217,317
,,20,0,1,2021-03-31 00:00:00,10703,21,1071
,,3,13,4,2021-03-31 00:00:00,7630,236,306
,,18,5,10,2021-03-31 00:00:00,5369,251,384
,,10,6,8,2021-03-31 00:00:00,7917,115,360
,,7,18,10,2021-03-31 00:00:00,259,116,17
,,3,11,16,2021-04-01 00:00:00,3115,22,112
,,8,4,10,2021-04-01 00:00:00,10731,117,537
,,17,4,10,2021-04-01 00:00:00,2352,21,181
,,10,24,3,2021-04-01 00:00:00,5138,51,303
,,21,21,15,2021-04-01 00:00:00,1428,194,102
,,14,12,2,2021-04-01 00:00:00,3598,17,157
,,25,12,10,2021-04-01 00:00:00,10528,21,555
,,16,1,4,2021-04-02 00:00:00,2100,242,70
,,18,8,13,2021-04-02 00:00:00,6797,218,262
,,8,17,7,2021-04-02 00:00:00,6202,52,249
,,9,18,13,2021-04-02 00:00:00,8001,4,348
,,5,11,14,2021-04-02 00:00:00,13832,294,814
,,12,24,1,2021-04-02 00:00:00,1568,181,121
,,12,23,9,2021-04-02 00:00:00,3129,127,112
,,9,18,4,2021-04-02 00:00:00,6944,2,278
,,8,23,16,2021-04-02 00:00:00,7672,17,265
,,5,23,3,2021-04-02 00:00:00,4137,200,197
,,8,11,5,2021-04-02 00:00:00,1365,155,72
,,15,9,19,2021-04-02 00:00:00,7238,381,453
,,8,3,5,2021-04-02 00:00:00,10500,355,457
,,17,17,20,2021-04-02 00:00:00,6790,129,453
,,8,14,1,2021-04-02 00:00:00,7203,63,515
,,13,2,6,2021-04-02 00:00:00,6202,86,443
,,7,24,22,2021-04-05 00:00:00,8351,1,696
,,22,2,1,2021-04-05 00:00:00,980,437,109
,,11,18,2,2021-04-05 00:00:00,12908,182,562
,,0,13,1,2021-04-05 00:00:00,4473,302,320
,,25,2,12,2021-04-06 00:00:00,3066,155,93
,,19,21,9,2021-04-06 00:00:00,4053,329,177
,,25,16,3,2021-04-06 00:00:00,3024,155,152
,,12,12,16,2021-04-07 00:00:00,2100,147,68
,,20,0,21,2021-04-07 00:00:00,2555,156,112
,,0,23,16,2021-04-07 00:00:00,6559,208,243
,,2,7,10,2021-04-07 00:00:00,8176,183,390
,,25,10,5,2021-04-07 00:00:00,17675,197,884
,,17,18,6,2021-04-07 00:00:00,11004,175,1223
,,4,9,13,2021-04-07 00:00:00,2233,292,77
,,9,24,13,2021-04-07 00:00:00,16359,14,712
,,6,4,1,2021-04-07 00:00:00,3192,21,228
,,8,19,10,2021-04-07 00:00:00,5313,275,380
,,2,7,19,2021-04-07 00:00:00,1841,223,97
,,7,10,21,2021-04-07 00:00:00,9884,13,396
,,25,15,22,2021-04-07 00:00:00,3066,268,205
,,0,19,12,2021-04-07 00:00:00,11207,254,362
,,11,2,0,2021-04-07 00:00:00,6321,86,452
,,3,14,15,2021-04-07 00:00:00,5299,62,663
,,7,12,8,2021-04-08 00:00:00,11578,63,552
,,4,14,3,2021-04-08 00:00:00,4298,201,239
,,19,18,6,2021-04-08 00:00:00,9548,17,682
,,3,9,21,2021-04-08 00:00:00,5663,25,236
,,3,16,21,2021-04-08 00:00:00,329,260,15
,,3,3,14,2021-04-08 00:00:00,9275,165,489
,,15,6,4,2021-04-08 00:00:00,77,133,3
,,3,21,19,2021-04-08 00:00:00,4256,110,224
,,24,4,5,2021-04-09 00:00:00,4018,413,237
,,16,16,14,2021-04-09 00:00:00,6699,138,479
,,22,24,2,2021-04-09 00:00:00,4571,17,241
,,9,12,2,2021-04-09 00:00:00,4193,79,200
,,17,24,15,2021-04-09 00:00:00,392,175,28
,,11,23,5,2021-04-09 00:00:00,3192,18,146
,,9,1,17,2021-04-09 00:00:00,154,48,7
,,6,16,9,2021-04-09 00:00:00,5502,112,212
,,8,4,15,2021-04-09 00:00:00,4389,365,439
,,5,0,3,2021-04-09 00:00:00,12215,120,764
,,12,23,15,2021-04-09 00:00:00,1960,50,140
,,24,21,11,2021-04-09 00:00:00,994,389,77
,,2,9,21,2021-04-09 00:00:00,3731,41,150
,,13,5,17,2021-04-12 00:00:00,11851,45,456
,,17,3,12,2021-04-12 00:00:00,7798,77,289
,,3,22,3,2021-04-12 00:00:00,658,82,32
,,17,14,6,2021-04-12 00:00:00,18963,191,1355
,,3,2,3,2021-04-12 00:00:00,574,383,34
,,15,1,12,2021-04-12 00:00:00,763,47,28
,,19,13,0,2021-04-12 00:00:00,1295,218,108
,,15,11,21,2021-04-12 00:00:00,1281,349,61
,,2,1,6,2021-04-12 00:00:00,6657,364,606
,,19,7,14,2021-04-12 00:00:00,1533,129,110
,,18,4,3,2021-04-12 00:00:00,2534,36,121
,,24,24,22,2021-04-12 00:00:00,3808,74,224
,,0,9,3,2021-04-12 00:00:00,7637,90,425
,,15,13,0,2021-04-13 00:00:00,5397,37,416
,,1,6,16,2021-04-13 00:00:00,5649,97,202
,,20,13,9,2021-04-13 00:00:00,2996,136,116
,,25,6,16,2021-04-13 00:00:00,2247,351,87
,,0,24,15,2021-04-13 00:00:00,1092,136,84
,,12,2,14,2021-04-13 00:00:00,4368,23,292
